id,type,name,technology,category
8521,npm,@storybook/addon-links,"",""
8522,npm,@storybook/builder-webpack5,"",""
8523,npm,@storybook/manager-webpack5,"",""
8524,npm,@storybook/testing-library,"",""
8525,npm,openapi-typescript-codegen,"",""
8526,npm,storybook-addon-react-router-v6,"",""
8527,npm,@babel/eslint-parser,"",""
8528,npm,@csstools/postcss-cascade-layers,,
8529,npm,@csstools/postcss-color-function,,
8530,npm,@csstools/postcss-font-format-keywords,,
8531,npm,@csstools/postcss-hwb-function,,
8532,npm,@csstools/postcss-ic-unit,,
8533,npm,@csstools/postcss-is-pseudo-class,,
8534,npm,@csstools/postcss-normalize-display-values,,
8535,npm,@csstools/postcss-oklab-function,,
8536,npm,@csstools/postcss-progressive-custom-properties,,
8537,npm,@csstools/postcss-stepped-value-functions,,
8538,npm,@csstools/postcss-trigonometric-functions,,
8539,npm,@csstools/postcss-unset-value,,
8540,npm,@csstools/selector-specificity,,
8541,npm,@leichtgewicht/ip-codec,,
8542,npm,@types/bonjour,,
8543,npm,@types/connect-history-api-fallback,,
8544,npm,@types/http-proxy,"",""
8545,npm,@types/serve-index,"",""
8546,npm,@types/sockjs,,
8547,npm,acorn-node,,
8548,npm,bonjour-service,,
8549,npm,detective,,
8550,npm,object.hasown,,
8551,npm,postcss-clamp,,
8552,npm,postcss-opacity-percentage,,
8553,npm,self-maintenance-ui,,
8554,dotnet,FulfillmentService.IntegrationTest,,
8555,npm,@csstools/postcss-nested-calc,,
8556,npm,@csstools/postcss-text-decoration-shorthand,,
8557,npm,@nicolo-ribaudo/eslint-scope-5-internals,,
8558,npm,array.prototype.findlast,,
8559,npm,array.prototype.toreversed,,
8560,npm,array.prototype.tosorted,,
8561,npm,asynciterator.prototype,,
8562,npm,es-iterator-helpers,,
8563,npm,iterator.prototype,,
8564,npm,jsonpath,"",""
8565,npm,natural-compare-lite,,
8566,npm,static-eval,,
8567,dotnet,UnattendedExample,,
8568,docker,grafana/tempo,"",""
8569,docker,process-monitor-db,"",""
8570,docker,process-monitor-app,"",""
8571,java-archive,hibernate-community-dialects,,
8572,java-archive,lombok-mapstruct-binding,,
8573,java-archive,process-monitor,,
8574,java-archive,process-monitor-app,,
8575,java-archive,process-monitor-docker,,
8576,java-archive,rxjava,,
8577,java-archive,spring-boot-starter-oauth2-resource-server,,
8578,java-archive,spring-boot-starter-tomcat,,
8579,java-archive,spring-context-support,,
8580,java-archive,springdoc-openapi-starter-webmvc-ui,,
8581,java-archive,thymeleaf,,
8582,java-archive,thymeleaf-spring5,,
8583,pom.xml,ed-spring-testutils,"",""
8584,pom.xml,meanbean,"",""
8585,pom.xml,unitils-core,"",""
8586,java-archive,ed-spring-actuator,,
8587,java-archive,ed-spring-error-handling,,
8588,java-archive,ed-spring-swagger,,
8589,java-archive,ed-testutils,,
8590,java-archive,flatpack,,
8591,java-archive,ibanvalidation,,
8592,java-archive,jaeger-springboot,,
8593,java-archive,kibana,,
8594,java-archive,meanbean,,
8595,java-archive,logstash-logback-encoder,,
8596,java-archive,org.jacoco.agent,,
8597,java-archive,springboot-healthchecks,,
8598,terraform.resource,datadog_logs_custom_destination,"",""
8599,terraform.resource,datadog_logs_pipeline_order,"",""
8600,terraform.resource,datadog_logs_index,"",""
8601,terraform.resource,datadog_logs_index_order,"",""
8602,terraform.resource,datadog_api_key,"",""
8603,terraform.resource,datadog_integration_aws,"",""
8604,terraform.resource,datadog_integration_aws_tag_filter,"",""
8605,terraform.resource,datadog_dataset,"",""
8606,terraform.resource,datadog_logs_archive,"",""
8607,terraform.resource,datadog_logs_custom_pipeline,"",""
8608,terraform.resource,datadog_restriction_policy,"",""
8609,terraform.resource,datadog_security_monitoring_filter,"",""
8610,terraform.resource,datadog_service_account,"",""
8611,terraform.resource,datadog_service_account_application_key,"",""
8612,terraform.resource,datadog_team_link,"",""
8613,terraform.resource,azurerm_windows_web_app,"",""
8614,terraform,registry.opentofu.org/hashicorp/time,"",""
8615,terraform,registry.terraform.io/hashicorp/time,"",""
8616,python,mkdocs-awesome-nav,"",""
8617,githubAction,Azure/static-web-apps-deploy,"",""
8618,github-action,Azure/static-web-apps-deploy,,
8619,dotnet,Microsoft.Azure.Cosmos,,
8620,dotnet,MunichRe.WU.GuidelineTool.Shared.Services,,
8621,github-action-workflow,MunichRe/wu-shared/.github/workflows/template-ci-nuget.yml,,
8622,github-action-workflow,MunichRe/wu-shared/.github/workflows/template-ci-scanning.yml,,
8623,github-action-workflow,MunichRe/wu-shared/.github/workflows/template-release-nuget.yml,,
8624,dotnet,OpenTelemetry.Exporter.Console,,
8625,githubAction,Azure/functions-action,"",""
8626,github-action,azure/docker-login,,
8627,github-action,azure/webapps-deploy,,
8628,dotnet,Azure.Search.Documents,,
8629,dotnet,Microsoft.Bcl.TimeProvider,,
8630,dotnet,Microsoft.Extensions.AmbientMetadata.Application,,
8631,dotnet,Microsoft.Extensions.DependencyInjection.AutoActivation,,
8632,dotnet,Microsoft.Extensions.Diagnostics.ExceptionSummarization,,
8633,dotnet,Microsoft.Extensions.Diagnostics.HealthChecks.EntityFrameworkCore,,
8634,dotnet,Microsoft.Extensions.Diagnostics.Testing,,
8635,dotnet,Microsoft.Extensions.Http,,
8636,dotnet,Microsoft.Extensions.Http.Diagnostics,,
8637,dotnet,Microsoft.Extensions.Http.Resilience,,
8638,dotnet,Microsoft.Extensions.Options.DataAnnotations,,
8639,dotnet,Microsoft.Extensions.Resilience,,
8640,dotnet,Microsoft.Extensions.Telemetry,,
8641,dotnet,Microsoft.FeatureManagement,,
8642,dotnet,Microsoft.Kiota.Abstractions,,
8643,dotnet,Microsoft.Kiota.Authentication.Azure,,
8644,dotnet,Microsoft.Kiota.Http.HttpClientLibrary,,
8645,dotnet,Microsoft.Kiota.Serialization.Form,,
8646,dotnet,Microsoft.Kiota.Serialization.Json,,
8647,dotnet,Microsoft.Kiota.Serialization.Multipart,,
8648,dotnet,Microsoft.Kiota.Serialization.Text,,
8649,dotnet,MunichRe.WU.ApimAuth,,
8650,dotnet,MunichRe.WU.Logging,,
8651,dotnet,MunichRe.WU.Middlewares,,
8652,dotnet,Polly.Core,,
8653,dotnet,Polly.Extensions,,
8654,dotnet,Polly.RateLimiting,,
8655,dotnet,Serilog.AspNetCore,,
8656,dotnet,Serilog.Expressions,,
8657,dotnet,Serilog.Extensions.Hosting,,
8658,dotnet,Serilog.Formatting.Compact,,
8659,dotnet,Std.UriTemplate,,
8660,dotnet,System.Threading.RateLimiting,,
8661,dotnet,clauselibrary.graphapi,,
8662,dotnet,clauselibrary.search,,
8663,dotnet,clauselibrary.uwpf,,
8664,githubAction,MunichRe/github-actions-workflows/.github/actions/run-hook,"",""
8665,githubAction,MunichRe/github-actions-workflows/.github/actions/jfrog-oidc-token,"",""
8666,github-action,MunichRe/github-actions-workflows/.github/actions/run-hook,,
8667,github-action,MunichRe/github-actions-workflows/.github/actions/sarif-pull-request-comment,,
8668,github-action,MunichRe/github-actions-workflows/.github/actions/terraform-init,,
8669,npm,datadog-deployment-event,,
8670,npm,review-sarif,,
8671,dotnet,Microsoft.Extensions.ServiceDiscovery,,
8672,dotnet,Microsoft.Extensions.ServiceDiscovery.Abstractions,,
8673,dotnet,OpenTelemetry.Instrumentation.Runtime,,
8674,dotnet,wordingassessment.servicedefaults,,
8675,npm,@ckeditor/ckeditor5-angular,"",""
8676,npm,@microsoft/signalr,"",""
8677,npm,ckeditor5,"",""
8678,npm,ngx-extended-pdf-viewer,"",""
8679,npm,odata,"",""
8680,npm,@compodoc/compodoc,"",""
8681,npm,@storybook/angular,"",""
8682,npm,@vitest/coverage-v8,"",""
8683,npm,eslint-plugin-storybook,"",""
8684,npm,@ckeditor/ckeditor5-adapter-ckfinder,,
8685,npm,@ckeditor/ckeditor5-alignment,,
8686,npm,@ckeditor/ckeditor5-autoformat,,
8687,npm,@ckeditor/ckeditor5-autosave,,
8688,npm,@ckeditor/ckeditor5-basic-styles,"",""
8689,npm,@ckeditor/ckeditor5-block-quote,,
8690,npm,@ckeditor/ckeditor5-bookmark,,
8691,npm,@ckeditor/ckeditor5-ckbox,,
8692,npm,@ckeditor/ckeditor5-ckfinder,,
8693,npm,@ckeditor/ckeditor5-clipboard,,
8694,npm,@ckeditor/ckeditor5-cloud-services,,
8695,npm,@ckeditor/ckeditor5-code-block,,
8696,npm,@ckeditor/ckeditor5-core,"",""
8697,npm,@ckeditor/ckeditor5-easy-image,,
8698,npm,@ckeditor/ckeditor5-editor-balloon,,
8699,npm,@ckeditor/ckeditor5-editor-classic,,
8700,npm,@ckeditor/ckeditor5-editor-decoupled,,
8701,npm,@ckeditor/ckeditor5-editor-inline,"",""
8702,npm,@ckeditor/ckeditor5-editor-multi-root,,
8703,npm,@ckeditor/ckeditor5-emoji,,
8704,npm,@ckeditor/ckeditor5-engine,,
8705,npm,@ckeditor/ckeditor5-enter,,
8706,npm,@ckeditor/ckeditor5-essentials,"",""
8707,npm,@ckeditor/ckeditor5-find-and-replace,,
8708,npm,@ckeditor/ckeditor5-font,"",""
8709,npm,@ckeditor/ckeditor5-fullscreen,,
8710,npm,@ckeditor/ckeditor5-heading,"",""
8711,npm,@ckeditor/ckeditor5-highlight,,
8712,npm,@ckeditor/ckeditor5-horizontal-line,,
8713,npm,@ckeditor/ckeditor5-html-embed,,
8714,npm,@ckeditor/ckeditor5-html-support,"",""
8715,npm,@ckeditor/ckeditor5-icons,,
8716,npm,@ckeditor/ckeditor5-image,,
8717,npm,@ckeditor/ckeditor5-indent,"",""
8718,npm,@ckeditor/ckeditor5-integrations-common,,
8719,npm,@ckeditor/ckeditor5-language,,
8720,npm,@ckeditor/ckeditor5-link,,
8721,npm,@ckeditor/ckeditor5-list,"",""
8722,npm,@ckeditor/ckeditor5-markdown-gfm,,
8723,npm,@ckeditor/ckeditor5-media-embed,,
8724,npm,@ckeditor/ckeditor5-mention,,
8725,npm,@ckeditor/ckeditor5-minimap,,
8726,npm,@ckeditor/ckeditor5-page-break,,
8727,npm,@ckeditor/ckeditor5-paragraph,"",""
8728,npm,@ckeditor/ckeditor5-paste-from-office,"",""
8729,npm,@ckeditor/ckeditor5-remove-format,,
8730,npm,@ckeditor/ckeditor5-restricted-editing,,
8731,npm,@ckeditor/ckeditor5-select-all,"",""
8732,npm,@ckeditor/ckeditor5-show-blocks,,
8733,npm,@ckeditor/ckeditor5-source-editing,,
8734,npm,@ckeditor/ckeditor5-special-characters,,
8735,npm,@ckeditor/ckeditor5-style,"",""
8736,npm,@ckeditor/ckeditor5-table,,
8737,npm,@ckeditor/ckeditor5-theme-lark,"",""
8738,npm,@ckeditor/ckeditor5-typing,,
8739,npm,@ckeditor/ckeditor5-ui,,
8740,npm,@ckeditor/ckeditor5-undo,,
8741,npm,@ckeditor/ckeditor5-upload,,
8742,npm,@ckeditor/ckeditor5-utils,,
8743,npm,@ckeditor/ckeditor5-watchdog,,
8744,npm,@ckeditor/ckeditor5-widget,,
8745,npm,@ckeditor/ckeditor5-word-count,,
8746,npm,@parcel/watcher-android-arm64,,
8747,npm,@parcel/watcher-darwin-arm64,,
8748,npm,@parcel/watcher-darwin-x64,,
8749,npm,@parcel/watcher-freebsd-x64,,
8750,npm,@parcel/watcher-linux-arm-glibc,,
8751,npm,@parcel/watcher-linux-arm-musl,,
8752,npm,@parcel/watcher-linux-arm64-glibc,,
8753,npm,@parcel/watcher-linux-arm64-musl,,
8754,npm,@parcel/watcher-linux-x64-glibc,,
8755,npm,@parcel/watcher-linux-x64-musl,,
8756,npm,@parcel/watcher-win32-arm64,,
8757,npm,@parcel/watcher-win32-ia32,,
8758,npm,@types/color-convert,"",""
8759,npm,@types/deep-eql,,
8760,npm,@vitest/expect,,
8761,npm,@vitest/mocker,,
8762,npm,@vitest/pretty-format,,
8763,npm,@vitest/spy,,
8764,npm,@vitest/utils,,
8765,github-action-workflow,MunichRe/wu-shared/.github/workflows/template-ci-npm.yml,,
8766,github-action-workflow,MunichRe/wu-shared/.github/workflows/template-release-npm.yml,,
8767,npm,ag-charts-core,,
8768,npm,blurhash,,
8769,npm,color-parse,,
8770,npm,es-toolkit,,
8771,npm,fetch-cookie,,
8772,npm,hast-util-embedded,,
8773,npm,hast-util-from-dom,,
8774,npm,hast-util-has-property,,
8775,npm,hast-util-is-body-ok-link,,
8776,npm,hast-util-is-element,,
8777,npm,hast-util-minify-whitespace,,
8778,npm,hast-util-phrasing,,
8779,npm,hast-util-to-dom,,
8780,npm,hast-util-to-html,"",""
8781,npm,hast-util-to-mdast,,
8782,npm,hast-util-to-text,,
8783,npm,hasurl,,
8784,npm,mdast-util-newline-to-break,,
8785,npm,odata-query,,
8786,npm,rehype-dom-parse,,
8787,npm,rehype-dom-stringify,,
8788,npm,rehype-minify-whitespace,,
8789,npm,rehype-remark,"",""
8790,npm,remark-breaks,,
8791,npm,tinyrainbow,,
8792,npm,tinyspy,,
8793,npm,unist-util-find-after,,
8794,npm,universal-url,,
8795,npm,vanilla-colorful,,
8796,npm,ckeditor5-premium-features,"",""
8797,npm,ngx-markdown,"",""
8798,npm,@angular/build,angular,ui_framework
8799,npm,@antfu/utils,,
8800,npm,@aws-crypto/crc32,,
8801,npm,@aws-crypto/sha256-browser,,
8802,npm,@aws-crypto/sha256-js,,
8803,npm,@aws-crypto/supports-web-crypto,,
8804,npm,@aws-crypto/util,,
8805,npm,@aws-sdk/client-bedrock-runtime,aws.bedrock,ai
8806,npm,@aws-sdk/client-sso,,
8807,npm,@aws-sdk/core,,
8808,npm,@aws-sdk/credential-provider-env,,
8809,npm,@aws-sdk/credential-provider-http,,
8810,npm,@aws-sdk/credential-provider-ini,,
8811,npm,@aws-sdk/credential-provider-node,aws,cloud
8812,npm,@aws-sdk/credential-provider-process,,
8813,npm,@aws-sdk/credential-provider-sso,,
8814,npm,@aws-sdk/credential-provider-web-identity,,
8815,npm,@aws-sdk/eventstream-handler-node,,
8816,npm,@aws-sdk/middleware-eventstream,,
8817,npm,@aws-sdk/middleware-host-header,,
8818,npm,@aws-sdk/middleware-logger,,
8819,npm,@aws-sdk/middleware-recursion-detection,,
8820,npm,@aws-sdk/middleware-user-agent,,
8821,npm,@aws-sdk/nested-clients,,
8822,npm,@aws-sdk/region-config-resolver,,
8823,npm,@aws-sdk/token-providers,,
8824,npm,@aws-sdk/types,aws,cloud
8825,npm,@aws-sdk/util-endpoints,,
8826,npm,@aws-sdk/util-locate-window,,
8827,npm,@aws-sdk/util-user-agent-browser,,
8828,npm,@aws-sdk/util-user-agent-node,,
8829,npm,@aws-sdk/xml-builder,,
8830,npm,@ckeditor/ckeditor-cloud-services-collaboration,,
8831,npm,@ckeditor/ckeditor5-ai,,
8832,npm,@ckeditor/ckeditor5-case-change,,
8833,npm,@ckeditor/ckeditor5-collaboration-core,,
8834,npm,@ckeditor/ckeditor5-comments,,
8835,npm,@ckeditor/ckeditor5-document-outline,,
8836,npm,@ckeditor/ckeditor5-email,,
8837,npm,@ckeditor/ckeditor5-export-inline-styles,,
8838,npm,@ckeditor/ckeditor5-export-pdf,,
8839,npm,@ckeditor/ckeditor5-export-word,,
8840,npm,@ckeditor/ckeditor5-footnotes,,
8841,npm,@ckeditor/ckeditor5-format-painter,,
8842,npm,@ckeditor/ckeditor5-import-word,,
8843,npm,@ckeditor/ckeditor5-line-height,,
8844,npm,@ckeditor/ckeditor5-list-multi-level,,
8845,npm,@ckeditor/ckeditor5-merge-fields,,
8846,npm,@ckeditor/ckeditor5-operations-compressor,,
8847,npm,@ckeditor/ckeditor5-pagination,,
8848,npm,@ckeditor/ckeditor5-paste-from-office-enhanced,,
8849,npm,@ckeditor/ckeditor5-real-time-collaboration,,
8850,npm,@ckeditor/ckeditor5-revision-history,,
8851,npm,@ckeditor/ckeditor5-slash-command,,
8852,npm,@ckeditor/ckeditor5-source-editing-enhanced,,
8853,npm,@ckeditor/ckeditor5-template,,
8854,npm,@ckeditor/ckeditor5-track-changes,,
8855,npm,@ckeditor/ckeditor5-uploadcare,,
8856,npm,@codemirror/lang-css,,
8857,npm,@codemirror/lang-html,codemirror,ui
8858,npm,@codemirror/lang-javascript,codemirror,ui
8859,npm,@codemirror/lang-markdown,codemirror,ui
8860,npm,@codemirror/theme-one-dark,codemirror,ui
8861,npm,@lezer/css,,
8862,npm,@lezer/html,,
8863,npm,@lezer/javascript,,
8864,npm,@smithy/abort-controller,,
8865,npm,@smithy/config-resolver,,
8866,npm,@smithy/core,"",""
8867,npm,@smithy/credential-provider-imds,,
8868,npm,@smithy/eventstream-codec,,
8869,npm,@smithy/eventstream-serde-browser,,
8870,npm,@smithy/eventstream-serde-config-resolver,,
8871,npm,@smithy/eventstream-serde-node,,
8872,npm,@smithy/eventstream-serde-universal,,
8873,npm,@smithy/fetch-http-handler,,
8874,npm,@smithy/hash-node,"",""
8875,npm,@smithy/invalid-dependency,,
8876,npm,@smithy/is-array-buffer,,
8877,npm,@smithy/middleware-content-length,,
8878,npm,@smithy/middleware-endpoint,,
8879,npm,@smithy/middleware-retry,,
8880,npm,@smithy/middleware-serde,,
8881,npm,@smithy/middleware-stack,,
8882,npm,@smithy/node-config-provider,,
8883,npm,@smithy/node-http-handler,"",""
8884,npm,@smithy/property-provider,,
8885,npm,@smithy/protocol-http,"",""
8886,npm,@smithy/querystring-builder,,
8887,npm,@smithy/querystring-parser,,
8888,npm,@smithy/service-error-classification,,
8889,npm,@smithy/shared-ini-file-loader,,
8890,npm,@smithy/signature-v4,"",""
8891,npm,@smithy/smithy-client,,
8892,npm,@smithy/types,"",""
8893,npm,@smithy/url-parser,,
8894,npm,@smithy/util-base64,,
8895,npm,@smithy/util-body-length-browser,,
8896,npm,@smithy/util-body-length-node,,
8897,npm,@smithy/util-buffer-from,,
8898,npm,@smithy/util-config-provider,,
8899,npm,@smithy/util-defaults-mode-browser,,
8900,npm,@smithy/util-defaults-mode-node,,
8901,npm,@smithy/util-endpoints,,
8902,npm,@smithy/util-hex-encoding,,
8903,npm,@smithy/util-middleware,,
8904,npm,@smithy/util-retry,,
8905,npm,@smithy/util-stream,"",""
8906,npm,@smithy/util-uri-escape,,
8907,npm,@smithy/util-utf8,,
8908,npm,@smithy/uuid,,
8909,npm,@socket.io/component-emitter,,
8910,npm,@symbiotejs/symbiote,,
8911,npm,@types/luxon,"",""
8912,npm,@uploadcare/cname-prefix,,
8913,npm,@uploadcare/file-uploader,,
8914,npm,@uploadcare/image-shrink,,
8915,npm,@uploadcare/upload-client,,
8916,npm,bowser,"",""
8917,npm,ckeditor5-collaboration,,
8918,npm,emoji-toolkit,,
8919,npm,exsolve,,
8920,npm,guideline-tool,,
8921,npm,keyux,,
8922,npm,kolorist,,
8923,npm,local-pkg,,
8924,npm,morphdom,,
8925,npm,quansync,,
8926,dotnet,AspNetCore.HealthChecks.Azure.Storage.Blobs,,
8927,dotnet,Aspire.Azure.Storage.Blobs,,
8928,dotnet,Markdig,,
8929,dotnet,MunichRe.WU.GuidelineTool.Services.Check,,
8930,dotnet,MunichRe.WU.GuidelineTool.Services.Check.BusinessLogic,,
8931,dotnet,MunichRe.WU.GuidelineTool.Services.Check.DataAccess,,
8932,dotnet,MunichRe.WU.GuidelineTool.Services.Check.Shared,,
8933,dotnet,MunichRe.WU.GuidelineTool.Shared.Cache,,
8934,dotnet,MunichRe.WU.GuidelineTool.Shared.Common,,
8935,dotnet,MunichRe.WU.GuidelineTool.Shared.Cosmos,,
8936,dotnet,MunichRe.WU.GuidelineTool.Shared.Models,,
8937,dotnet,MunichRe.WU.GuidelineTool.Shared.Testing,,
8938,dotnet,SkiaSharp,,
8939,dotnet,SkiaSharp.NativeAssets.Linux.NoDependencies,,
8940,dotnet,SkiaSharp.NativeAssets.Win32,,
8941,dotnet,SkiaSharp.NativeAssets.macOS,,
8942,dotnet,Westwind.AspNetCore.Markdown,,
8943,github-action-workflow,./.github/workflows/build-and-publish-db-artifact.yml,,
8944,github-action-workflow,./.github/workflows/database-update-with-liquibase-clause-library.yml,,
8945,github-action-workflow,./.github/workflows/database-update-with-liquibase-contract-repository.yml,,
8946,github-action-workflow,./.github/workflows/database-update-with-liquibase.yml,,
8947,github-action,MunichRe/github-actions-workflows/.github/actions/determine-next-version,,
8948,github-action-workflow,MunichRe/github-actions-workflows/.github/workflows/apply-datadog-pipeline-tags.yml,,
8949,github-action-workflow,MunichRe/wu-shared/.github/workflows/release-create.yml,,
8950,github-action-workflow,MunichRe/wu-shared/.github/workflows/release-delete.yml,,
8951,github-action-workflow,MunichRe/wu-shared/.github/workflows/release-finalize.yml,,
8952,github-action-workflow,MunichRe/wu-shared/.github/workflows/release-info-get-from-artifact.yml,,
8953,github-action-workflow,MunichRe/wu-shared/.github/workflows/release-info-store-in-artifact.yml,,
8954,python,mkdocs-git-revision-date-localized-plugin,"",""
8955,github-action-workflow,MunichRe/devhub-company-templates/.github/workflows/techdocs.yml,,
8956,python,streamlit-pdf-viewer,"",""
8957,python,streamlit-extras,"",""
8958,python,azure-search-documents,"",""
8959,python,dotenv,"",""
8960,python,PyMuPDF,"",""
8961,python,pymupdf,"",""
8962,github-action-workflow,./.github/workflows/techdocs.yml,,
8963,docker,ia-app-poseidon,"",""
8964,npm,adal-angular,"",""
8965,npm,bloomer,"",""
8966,npm,react-powerbi,"",""
8967,npm,parcel-bundler,"",""
8968,python,adal,"",""
8969,python,cachelib,"",""
8970,python,flask-api,"",""
8971,python,flask-session,"",""
8972,python,pyrsistent,"",""
8973,python,python-memcached,"",""
8974,github-action,MishaKav/pytest-coverage-comment,,
8975,python,atomicwrites,"",""
8976,python,azure-cosmos,"",""
8977,python,azure-cosmosdb-nspkg,"",""
8978,python,azure-cosmosdb-table,"",""
8979,python,azure-nspkg,"",""
8980,python,azure-storage-common,"",""
8981,python,mock,"",""
8982,python,msrestazure,"",""
8983,python,pytest-dependency,,
8984,python,typed-ast,"",""
8985,dotnet,Serilog.Enrichers.Sensitive,,
8986,github-action-workflow,./.github/workflows/tf-create-and-publish-plan-all.yml,,
8987,github-action-workflow,./.github/workflows/tf-create-and-publish-plan.yml,,
8988,github-action-workflow,./.github/workflows/tf-download-and-apply-plan-all.yml,,
8989,github-action-workflow,./.github/workflows/tf-download-and-apply-plan.yml,,
8990,github-action-workflow,./.github/workflows/tf-get-version.yml,,
8991,python,aiolimiter,"",""
8992,python,importlib_metadata,"",""
8993,python,json_repair,"",""
8994,python,pyasn1_modules,"",""
8995,python,json-repair,"",""
8996,golang,github.com/Azure/azure-sdk-for-go/sdk/keyvault/azsecrets,"",""
8997,golang,github.com/golang-jwt/jwt/v5,"",""
8998,golang,github.com/google/go-github/v60,"",""
8999,golang,github.com/google/uuid,"",""
9000,golang,github.com/microsoft/azure-devops-go-api/azuredevops/v7,"",""
9001,go-module,github.com/Azure/azure-sdk-for-go/sdk/keyvault/azsecrets,,
9002,go-module,github.com/Azure/azure-sdk-for-go/sdk/keyvault/internal,,
9003,go-module,github.com/google/go-github/v60,,
9004,go-module,github.com/google/go-querystring,,
9005,go-module,github.com/microsoft/azure-devops-go-api/azuredevops/v7,,
9006,npm,contract-repository-frontend,,
9007,terraform.resource,azurerm_function_app_flex_consumption,"",""
9008,githubAction,./.github/actions/setup-tools,"",""
9009,terraform,registry.terraform.io/azure/azapi,"",""
9010,github-action,./.github/actions/setup-tools,,
9011,dotnet,BouncyCastle.Cryptography,,
9012,dotnet,Docker.DotNet.Enhanced,,
9013,dotnet,Docker.DotNet.Enhanced.X509,,
9014,dotnet,Microsoft.Testing.Extensions.Telemetry,,
9015,dotnet,MunichRe.WU.ServiceBus,,
9016,dotnet,SSH.NET,,
9017,dotnet,SharpZipLib,,
9018,dotnet,Testcontainers,,
9019,dotnet,xunit.v3.core.mtp-v1,,
9020,dotnet,xunit.v3.mtp-v1,,
9021,github-action-workflow,./.github/workflows/docker-tag-image.yml,,
9022,github-action-workflow,./.github/workflows/release-delete.yml,,
9023,github-action-workflow,./.github/workflows/release-info-get-from-artifact.yml,,
9024,github-action-workflow,./.github/workflows/release-info-store-in-artifact.yml,,
9025,github-action-workflow,./.github/workflows/restart-deployment-kntl-nonprd.yml,,
9026,github-action-workflow,./.github/workflows/restart-deployment.yml,,
9027,github-action-workflow,./.github/workflows/set-image-tag.yml,,
9028,github-action,MunichRe/github-actions-workflows/.github/actions/datadog-deployment-event,,
9029,github-action-workflow,MunichRe/github-actions-workflows/.github/workflows/ci-docker-build.yml,,
9030,github-action-workflow,MunichRe/github-actions-workflows/.github/workflows/ci-push-docker-image.yml,,
9031,npm,express-async-errors,"",""
9032,npm,express-winston,"",""
9033,npm,aws-sdk,aws,cloud
9034,npm,aws-xray-sdk-core,"",""
9035,npm,bull,"",""
9036,npm,ioredis,redis,db
9037,npm,pg,postgresql,db
9038,npm,knex,knex,orm
9039,npm,clickhouse,"",""
9040,npm,elasticsearch,"",""
9041,npm,prometheus-api-metrics,"",""
9042,npm,node-cron,"",""
9043,npm,mathjs,"",""
9044,npm,simple-statistics,"",""
9045,npm,ml-regression,"",""
9046,npm,natural,"",""
9047,npm,chartjs-node-canvas,"",""
9048,npm,pdfkit,"",""
9049,npm,exceljs,"",""
9050,npm,csv-parse,"",""
9051,npm,twilio,twilio,notification
9052,npm,firebase-admin,"",""
9053,npm,mjml,"",""
9054,npm,juice,"",""
9055,npm,i18n,"",""
9056,npm,stripe,stripe,payment
9057,npm,iban,"",""
9058,npm,creditcard-generator,"",""
9059,terraform.resource,aws_kms_alias,"",""
9060,terraform.resource,aws_kms_key,"",""
9061,terraform.resource,aws_kms_key_policy,"",""
9062,terraform.resource,aws_cloudwatch_log_group,"",""
9063,terraform.resource,aws_cloudwatch_dashboard,"",""
9064,terraform.resource,aws_cloudwatch_metric_alarm,"",""
9065,terraform.resource,aws_cloudwatch_event_rule,"",""
9066,terraform.resource,aws_cloudwatch_event_target,"",""
9067,terraform.resource,aws_eks_addon,"",""
9068,terraform.resource,aws_eks_fargate_profile,"",""
9069,terraform.resource,aws_eks_access_entry,"",""
9070,terraform.resource,aws_eks_access_policy_association,"",""
9071,terraform.resource,aws_eks_identity_provider_config,"",""
9072,terraform.resource,aws_eks_pod_identity_association,"",""
9073,terraform.resource,aws_sns_topic,"",""
9074,terraform.resource,aws_sns_topic_subscription,"",""
9075,npm,@aws-sdk/client-s3,aws,cloud
9076,npm,@aws-sdk/client-dynamodb,aws,cloud
9077,npm,k6,k6,test
9078,npm,nyc,"",""
9079,terraform.resource,aws_secretsmanager_secret,"",""
9080,terraform.resource,aws_secretsmanager_secret_version,"",""
9081,terraform.resource,aws_ec2_tag,"",""
9082,terraform.resource,aws_sqs_queue_policy,"",""
9083,githubAction,bridgecrewio/checkov-action,"",""
9084,githubAction,aws-actions/amazon-ecr-login,"",""
9085,githubAction,azure/setup-kubectl,"",""
9086,githubAction,azure/setup-helm,"",""
9087,githubAction,8398a7/action-slack,"",""
9088,github-action,8398a7/action-slack,,
9089,github-action,aws-actions/amazon-ecr-login,,
9090,github-action,azure/setup-helm,,
9091,github-action,azure/setup-kubectl,,
9092,github-action,bridgecrewio/checkov-action,,
9093,github-action,cypress-io/github-action,,
9094,github-action,dependency-check/Dependency-Check_Action,,
9095,github-action,returntocorp/semgrep-action,,
9096,github-action,sonarsource/sonarqube-scan-action,,
9097,dotnet,Aspire.Microsoft.EntityFrameworkCore.SqlServer,,
9098,dotnet,Azure.Identity.Broker,,
9099,dotnet,Microsoft.AspNetCore.Connections.Abstractions,,
9100,dotnet,Microsoft.AspNetCore.Http.Connections.Client,,
9101,dotnet,Microsoft.AspNetCore.Http.Connections.Common,,
9102,dotnet,Microsoft.AspNetCore.OData,,
9103,dotnet,Microsoft.AspNetCore.SignalR.Client,,
9104,dotnet,Microsoft.AspNetCore.SignalR.Client.Core,,
